test model relativeRisk haplotypeLength recFrac Training_mTDT_minFreq10.00000_01 Training_mTDT_minFreq10.00000_05 Training_mTDT_minFreq10.00000_001 Training_mTDT_minFreq10.00000_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_ScoreTDT_minFreq10.00000_01 Training_ScoreTDT_minFreq10.00000_05 Training_ScoreTDT_minFreq10.00000_001 Training_ScoreTDT_minFreq10.00000_005 Training_mTDT1T_01 Training_mTDT1T_05 Training_mTDT1T_001 Training_mTDT1T_005 Training_mTDT1T_minFreq10.00000_01 Training_mTDT1T_minFreq10.00000_05 Training_mTDT1T_minFreq10.00000_001 Training_mTDT1T_minFreq10.00000_005 Training_mTDTP_01 Training_mTDTP_05 Training_mTDTP_001 Training_mTDTP_005 Training_mTDT1_01 Training_mTDT1_05 Training_mTDT1_001 Training_mTDT1_005 Training_mTDT1_minFreq10.00000_01 Training_mTDT1_minFreq10.00000_05 Training_mTDT1_minFreq10.00000_001 Training_mTDT1_minFreq10.00000_005 Training_mTDTYateAlpha_0.50000_01 Training_mTDTYateAlpha_0.50000_05 Training_mTDTYateAlpha_0.50000_001 Training_mTDTYateAlpha_0.50000_005 
PowerTwoLoci Modified 2.4 2 0.0000000	0.66	0.77	0.54	0.62	0.59	0.74	0.5	0.56	0.61	0.75	0.51	0.57	0.65	0.77	0.5	0.62	0.65	0.77	0.5	0.62	0.65	0.77	0.51	0.63	0.67	0.81	0.52	0.62	0.67	0.81	0.52	0.62	0.64	0.75	0.54	0.62
PowerTwoLoci Modified 2.6 2 0.0000000	0.69	0.81	0.58	0.65	0.67	0.76	0.51	0.58	0.67	0.76	0.52	0.59	0.71	0.8	0.57	0.64	0.7	0.8	0.57	0.64	0.71	0.8	0.57	0.67	0.73	0.83	0.57	0.65	0.73	0.83	0.57	0.65	0.68	0.8	0.58	0.66
PowerTwoLoci Additive 1.2 4 0.0000000	0.7	0.8	0.59	0.65	0.62	0.76	0.51	0.58	0.67	0.76	0.52	0.63	0.71	0.86	0.56	0.66	0.71	0.86	0.56	0.65	0.69	0.8	0.52	0.6	0.75	0.91	0.56	0.69	0.74	0.91	0.56	0.68	0.67	0.78	0.55	0.63
PowerTwoLoci Additive 1.6 4 0.0000000	0.8	0.87	0.63	0.76	0.71	0.83	0.54	0.64	0.76	0.86	0.56	0.7	0.81	0.89	0.59	0.77	0.81	0.89	0.59	0.77	0.77	0.87	0.58	0.72	0.82	0.93	0.64	0.8	0.82	0.93	0.63	0.8	0.75	0.88	0.6	0.72
PowerTwoLoci Additive 2.0 4 0.0000000	0.83	0.93	0.69	0.76	0.74	0.9	0.6	0.65	0.77	0.92	0.62	0.72	0.84	0.92	0.69	0.8	0.84	0.92	0.68	0.8	0.8	0.89	0.64	0.76	0.86	0.94	0.72	0.82	0.86	0.94	0.71	0.82	0.82	0.91	0.66	0.75
PowerTwoLoci Additive 2.4 4 0.0000000	0.86	0.93	0.76	0.81	0.8	0.92	0.65	0.77	0.84	0.93	0.68	0.79	0.87	0.94	0.76	0.83	0.87	0.94	0.75	0.82	0.82	0.93	0.73	0.8	0.88	0.96	0.77	0.82	0.88	0.96	0.76	0.83	0.83	0.9	0.72	0.8
PowerTwoLoci Additive 2.6 4 0.0000000	0.86	0.94	0.77	0.83	0.83	0.9	0.69	0.79	0.85	0.94	0.72	0.83	0.88	0.94	0.77	0.83	0.88	0.94	0.76	0.83	0.83	0.93	0.74	0.8	0.9	0.98	0.76	0.83	0.9	0.98	0.76	0.84	0.84	0.91	0.75	0.82
PowerTwoLoci DomOrDom 1.2 4 0.0000000	0.58	0.72	0.46	0.57	0.56	0.69	0.39	0.53	0.58	0.72	0.44	0.56	0.71	0.83	0.49	0.6	0.7	0.82	0.49	0.59	0.56	0.71	0.39	0.51	0.74	0.85	0.49	0.6	0.73	0.85	0.49	0.59	0.58	0.69	0.44	0.55
PowerTwoLoci DomOrDom 1.6 4 0.0000000	0.81	0.88	0.66	0.73	0.69	0.83	0.59	0.63	0.77	0.84	0.6	0.67	0.82	0.92	0.63	0.79	0.82	0.92	0.63	0.79	0.8	0.88	0.59	0.73	0.85	0.94	0.66	0.83	0.84	0.95	0.66	0.83	0.76	0.86	0.62	0.7
PowerTwoLoci DomOrDom 2.0 4 0.0000000	0.86	0.96	0.78	0.84	0.82	0.91	0.69	0.77	0.85	0.93	0.72	0.82	0.88	0.93	0.76	0.84	0.87	0.93	0.77	0.84	0.83	0.93	0.74	0.8	0.91	0.98	0.78	0.85	0.9	0.98	0.78	0.85	0.84	0.91	0.75	0.8
PowerTwoLoci DomOrDom 2.4 4 0.0000000	0.87	0.92	0.84	0.86	0.87	0.92	0.79	0.85	0.87	0.95	0.81	0.87	0.87	0.97	0.81	0.86	0.87	0.96	0.82	0.86	0.87	0.93	0.8	0.84	0.91	0.99	0.82	0.86	0.91	0.97	0.81	0.86	0.86	0.91	0.84	0.85
PowerTwoLoci DomOrDom 2.6 4 0.0000000	0.89	0.94	0.83	0.85	0.86	0.93	0.78	0.84	0.86	0.94	0.81	0.85	0.89	0.96	0.8	0.86	0.89	0.96	0.81	0.87	0.89	0.92	0.79	0.86	0.92	0.98	0.81	0.86	0.92	0.98	0.81	0.87	0.87	0.93	0.83	0.85
PowerTwoLoci DomAndDom 1.2 4 0.0000000	0.58	0.72	0.46	0.57	0.56	0.69	0.39	0.53	0.58	0.72	0.44	0.56	0.71	0.83	0.49	0.6	0.7	0.82	0.49	0.59	0.56	0.71	0.39	0.51	0.74	0.85	0.49	0.6	0.73	0.85	0.49	0.59	0.58	0.69	0.44	0.55
PowerTwoLoci DomAndDom 1.6 4 0.0000000	0.81	0.88	0.66	0.73	0.69	0.83	0.59	0.63	0.77	0.84	0.6	0.67	0.82	0.92	0.63	0.79	0.82	0.92	0.63	0.79	0.8	0.88	0.59	0.73	0.85	0.94	0.66	0.83	0.84	0.95	0.66	0.83	0.76	0.86	0.62	0.7
PowerTwoLoci DomAndDom 2.0 4 0.0000000	0.86	0.96	0.78	0.84	0.82	0.91	0.69	0.77	0.85	0.93	0.72	0.82	0.88	0.93	0.76	0.84	0.87	0.93	0.77	0.84	0.83	0.93	0.74	0.8	0.91	0.98	0.78	0.85	0.9	0.98	0.78	0.85	0.84	0.91	0.75	0.8
PowerTwoLoci DomAndDom 2.4 4 0.0000000	0.87	0.92	0.84	0.86	0.87	0.92	0.79	0.85	0.87	0.95	0.81	0.87	0.87	0.97	0.81	0.86	0.87	0.96	0.82	0.86	0.87	0.93	0.8	0.84	0.91	0.99	0.82	0.86	0.91	0.97	0.81	0.86	0.86	0.91	0.84	0.85
PowerTwoLoci DomAndDom 2.6 4 0.0000000	0.89	0.94	0.83	0.85	0.86	0.93	0.78	0.84	0.86	0.94	0.81	0.85	0.89	0.96	0.8	0.86	0.89	0.96	0.81	0.87	0.89	0.92	0.79	0.86	0.92	0.98	0.81	0.86	0.92	0.98	0.81	0.87	0.87	0.93	0.83	0.85
PowerTwoLoci RecOrRec 1.2 4 0.0000000	0.57	0.68	0.32	0.55	0.49	0.65	0.25	0.4	0.55	0.67	0.32	0.47	0.62	0.78	0.37	0.56	0.61	0.77	0.36	0.56	0.51	0.68	0.37	0.47	0.66	0.83	0.37	0.58	0.65	0.82	0.36	0.58	0.53	0.67	0.3	0.51
PowerTwoLoci RecOrRec 1.6 4 0.0000000	0.68	0.74	0.53	0.66	0.64	0.75	0.4	0.58	0.66	0.77	0.49	0.61	0.7	0.83	0.54	0.63	0.69	0.83	0.53	0.64	0.63	0.78	0.46	0.59	0.75	0.84	0.53	0.67	0.74	0.85	0.52	0.67	0.68	0.74	0.49	0.65
PowerTwoLoci RecOrRec 2.0 4 0.0000000	0.75	0.83	0.65	0.73	0.68	0.8	0.55	0.67	0.72	0.82	0.56	0.7	0.79	0.88	0.63	0.73	0.79	0.88	0.63	0.72	0.73	0.85	0.58	0.67	0.82	0.94	0.65	0.76	0.82	0.94	0.65	0.76	0.7	0.83	0.63	0.69
PowerTwoLoci RecOrRec 2.4 4 0.0000000	0.83	0.9	0.69	0.81	0.77	0.88	0.59	0.72	0.82	0.89	0.61	0.78	0.83	0.89	0.68	0.78	0.83	0.91	0.67	0.78	0.79	0.93	0.64	0.74	0.86	0.96	0.73	0.81	0.86	0.96	0.72	0.8	0.8	0.88	0.67	0.78
PowerTwoLoci RecOrRec 2.6 4 0.0000000	0.86	0.93	0.72	0.84	0.82	0.89	0.62	0.76	0.85	0.9	0.67	0.81	0.85	0.93	0.73	0.82	0.86	0.93	0.72	0.81	0.83	0.92	0.72	0.78	0.88	0.97	0.78	0.83	0.89	0.97	0.77	0.83	0.85	0.91	0.71	0.8
PowerTwoLoci Threshold 1.2 4 0.0000000	0.57	0.68	0.32	0.55	0.49	0.65	0.25	0.4	0.55	0.67	0.32	0.47	0.62	0.78	0.37	0.56	0.61	0.77	0.36	0.56	0.51	0.68	0.37	0.47	0.66	0.83	0.37	0.58	0.65	0.82	0.36	0.58	0.53	0.67	0.3	0.51
PowerTwoLoci Threshold 1.6 4 0.0000000	0.68	0.74	0.53	0.66	0.64	0.75	0.4	0.58	0.66	0.77	0.49	0.61	0.7	0.83	0.54	0.63	0.69	0.83	0.53	0.64	0.63	0.78	0.46	0.59	0.75	0.84	0.53	0.67	0.74	0.85	0.52	0.67	0.68	0.74	0.49	0.65
PowerTwoLoci Threshold 2.0 4 0.0000000	0.75	0.83	0.65	0.73	0.68	0.8	0.55	0.67	0.72	0.82	0.56	0.7	0.79	0.88	0.63	0.73	0.79	0.88	0.63	0.72	0.73	0.85	0.58	0.67	0.82	0.94	0.65	0.76	0.82	0.94	0.65	0.76	0.7	0.83	0.63	0.69
PowerTwoLoci Threshold 2.4 4 0.0000000	0.83	0.9	0.69	0.81	0.77	0.88	0.59	0.72	0.82	0.89	0.61	0.78	0.83	0.89	0.68	0.78	0.83	0.91	0.67	0.78	0.79	0.93	0.64	0.74	0.86	0.96	0.73	0.81	0.86	0.96	0.72	0.8	0.8	0.88	0.67	0.78
PowerTwoLoci Threshold 2.6 4 0.0000000	0.86	0.93	0.72	0.84	0.82	0.89	0.62	0.76	0.85	0.9	0.67	0.81	0.85	0.93	0.73	0.82	0.86	0.93	0.72	0.81	0.83	0.92	0.72	0.78	0.88	0.97	0.78	0.83	0.89	0.97	0.77	0.83	0.85	0.91	0.71	0.8
PowerTwoLoci Modified 1.2 4 0.0000000	0.57	0.68	0.32	0.55	0.49	0.65	0.25	0.4	0.55	0.67	0.32	0.47	0.62	0.78	0.37	0.56	0.61	0.77	0.36	0.56	0.51	0.68	0.37	0.47	0.66	0.83	0.37	0.58	0.65	0.82	0.36	0.58	0.53	0.67	0.3	0.51
PowerTwoLoci Modified 1.6 4 0.0000000	0.68	0.74	0.53	0.66	0.64	0.75	0.4	0.58	0.66	0.77	0.49	0.61	0.7	0.83	0.54	0.63	0.69	0.83	0.53	0.64	0.63	0.78	0.46	0.59	0.75	0.84	0.53	0.67	0.74	0.85	0.52	0.67	0.68	0.74	0.49	0.65
PowerTwoLoci Modified 2.0 4 0.0000000	0.75	0.83	0.65	0.73	0.68	0.8	0.55	0.67	0.72	0.82	0.56	0.7	0.79	0.88	0.63	0.73	0.79	0.88	0.63	0.72	0.73	0.85	0.58	0.67	0.82	0.94	0.65	0.76	0.82	0.94	0.65	0.76	0.7	0.83	0.63	0.69
PowerTwoLoci Modified 2.4 4 0.0000000	0.83	0.9	0.69	0.81	0.77	0.88	0.59	0.72	0.82	0.89	0.61	0.78	0.83	0.89	0.68	0.78	0.83	0.91	0.67	0.78	0.79	0.93	0.64	0.74	0.86	0.96	0.73	0.81	0.86	0.96	0.72	0.8	0.8	0.88	0.67	0.78
PowerTwoLoci Modified 2.6 4 0.0000000	0.86	0.93	0.72	0.84	0.82	0.89	0.62	0.76	0.85	0.9	0.67	0.81	0.85	0.93	0.73	0.82	0.86	0.93	0.72	0.81	0.83	0.92	0.72	0.78	0.88	0.97	0.78	0.83	0.89	0.97	0.77	0.83	0.85	0.91	0.71	0.8
PowerTwoLoci Additive 1.2 6 0.0000000	0.74	0.84	0.63	0.68	0.63	0.75	0.46	0.59	0.74	0.84	0.58	0.67	0.8	0.91	0.6	0.75	0.78	0.91	0.61	0.74	0.65	0.84	0.53	0.63	0.82	0.95	0.61	0.77	0.8	0.94	0.61	0.76	0.68	0.77	0.49	0.63
PowerTwoLoci Additive 1.6 6 0.0000000	0.79	0.91	0.69	0.74	0.7	0.87	0.58	0.69	0.78	0.9	0.66	0.71	0.85	0.92	0.68	0.8	0.82	0.92	0.67	0.8	0.72	0.89	0.61	0.69	0.85	0.97	0.68	0.82	0.83	0.96	0.68	0.82	0.73	0.84	0.6	0.72
PowerTwoLoci Additive 2.0 6 0.0000000	0.85	0.95	0.74	0.81	0.79	0.89	0.66	0.73	0.83	0.94	0.72	0.81	0.86	0.95	0.79	0.82	0.84	0.94	0.75	0.83	0.82	0.92	0.67	0.72	0.86	0.97	0.79	0.82	0.85	0.97	0.75	0.83	0.79	0.89	0.7	0.75
PowerTwoLoci Additive 2.4 6 0.0000000	0.86	0.95	0.79	0.84	0.81	0.92	0.7	0.78	0.89	0.94	0.77	0.85	0.88	0.97	0.78	0.85	0.87	0.96	0.77	0.84	0.83	0.94	0.71	0.81	0.9	0.98	0.78	0.87	0.9	0.98	0.77	0.87	0.82	0.91	0.75	0.8
PowerTwoLoci Additive 2.6 6 0.0000000	0.89	0.95	0.8	0.84	0.83	0.94	0.75	0.78	0.87	0.96	0.78	0.86	0.89	0.97	0.8	0.86	0.88	0.96	0.78	0.84	0.83	0.94	0.74	0.81	0.91	0.99	0.81	0.87	0.92	0.98	0.79	0.88	0.83	0.92	0.76	0.81
PowerTwoLoci DomOrDom 1.2 6 0.0000000	0.67	0.79	0.46	0.58	0.56	0.73	0.33	0.44	0.69	0.77	0.43	0.58	0.8	0.91	0.55	0.67	0.75	0.9	0.53	0.67	0.57	0.81	0.43	0.55	0.82	0.93	0.57	0.69	0.77	0.9	0.54	0.68	0.52	0.76	0.38	0.5
PowerTwoLoci DomOrDom 1.6 6 0.0000000	0.81	0.91	0.7	0.77	0.74	0.87	0.62	0.68	0.8	0.9	0.67	0.76	0.84	0.94	0.72	0.8	0.84	0.94	0.71	0.79	0.74	0.91	0.64	0.68	0.85	0.97	0.72	0.82	0.87	0.98	0.72	0.8	0.74	0.85	0.65	0.71
PowerTwoLoci DomOrDom 2.0 6 0.0000000	0.9	0.97	0.81	0.85	0.84	0.93	0.71	0.79	0.9	0.97	0.76	0.87	0.88	0.97	0.78	0.84	0.86	0.95	0.79	0.84	0.86	0.94	0.74	0.82	0.9	0.99	0.79	0.86	0.9	0.96	0.81	0.86	0.85	0.94	0.76	0.83
PowerTwoLoci DomOrDom 2.4 6 0.0000000	0.92	0.95	0.85	0.9	0.89	0.93	0.79	0.87	0.91	0.97	0.85	0.89	0.91	0.97	0.83	0.86	0.88	0.97	0.83	0.86	0.88	0.94	0.78	0.86	0.94	0.99	0.83	0.88	0.92	0.99	0.82	0.88	0.9	0.94	0.82	0.85
PowerTwoLoci DomOrDom 2.6 6 0.0000000	0.93	0.96	0.87	0.93	0.89	0.93	0.83	0.88	0.92	0.94	0.85	0.91	0.92	0.98	0.82	0.88	0.9	0.98	0.83	0.88	0.89	0.94	0.79	0.87	0.93	0.99	0.85	0.9	0.92	0.99	0.85	0.9	0.9	0.94	0.84	0.89
PowerTwoLoci DomAndDom 1.2 6 0.0000000	0.67	0.79	0.46	0.58	0.56	0.73	0.33	0.44	0.69	0.77	0.43	0.58	0.8	0.91	0.55	0.67	0.75	0.9	0.53	0.67	0.57	0.81	0.43	0.55	0.82	0.93	0.57	0.69	0.77	0.9	0.54	0.68	0.52	0.76	0.38	0.5
PowerTwoLoci DomAndDom 1.6 6 0.0000000	0.81	0.91	0.7	0.77	0.74	0.87	0.62	0.68	0.8	0.9	0.67	0.76	0.84	0.94	0.72	0.8	0.84	0.94	0.71	0.79	0.74	0.91	0.64	0.68	0.85	0.97	0.72	0.82	0.87	0.98	0.72	0.8	0.74	0.85	0.65	0.71
PowerTwoLoci DomAndDom 2.0 6 0.0000000	0.9	0.97	0.81	0.85	0.84	0.93	0.71	0.79	0.9	0.97	0.76	0.87	0.88	0.97	0.78	0.84	0.86	0.95	0.79	0.84	0.86	0.94	0.74	0.82	0.9	0.99	0.79	0.86	0.9	0.96	0.81	0.86	0.85	0.94	0.76	0.83
PowerTwoLoci DomAndDom 2.4 6 0.0000000	0.92	0.95	0.85	0.9	0.89	0.93	0.79	0.87	0.91	0.97	0.85	0.89	0.91	0.97	0.83	0.86	0.88	0.97	0.83	0.86	0.88	0.94	0.78	0.86	0.94	0.99	0.83	0.88	0.92	0.99	0.82	0.88	0.9	0.94	0.82	0.85
PowerTwoLoci DomAndDom 2.6 6 0.0000000	0.93	0.96	0.87	0.93	0.89	0.93	0.83	0.88	0.92	0.94	0.85	0.91	0.92	0.98	0.82	0.88	0.9	0.98	0.83	0.88	0.89	0.94	0.79	0.87	0.93	0.99	0.85	0.9	0.92	0.99	0.85	0.9	0.9	0.94	0.84	0.89
PowerTwoLoci RecOrRec 1.2 6 0.0000000	0.61	0.79	0.38	0.53	0.47	0.65	0.26	0.41	0.58	0.82	0.37	0.52	0.7	0.91	0.48	0.63	0.68	0.89	0.46	0.63	0.54	0.72	0.37	0.5	0.73	0.91	0.49	0.65	0.71	0.91	0.47	0.64	0.47	0.65	0.32	0.42
PowerTwoLoci RecOrRec 1.6 6 0.0000000	0.72	0.85	0.54	0.68	0.58	0.77	0.41	0.53	0.69	0.84	0.52	0.65	0.83	0.94	0.57	0.72	0.77	0.92	0.55	0.72	0.67	0.83	0.5	0.6	0.83	0.96	0.58	0.72	0.79	0.96	0.56	0.72	0.59	0.78	0.47	0.55
PowerTwoLoci RecOrRec 2.0 6 0.0000000	0.81	0.89	0.68	0.75	0.7	0.84	0.58	0.65	0.79	0.88	0.63	0.73	0.82	0.94	0.69	0.8	0.81	0.92	0.69	0.78	0.71	0.89	0.62	0.69	0.86	0.98	0.7	0.83	0.86	0.97	0.69	0.79	0.74	0.84	0.61	0.7
PowerTwoLoci RecOrRec 2.4 6 0.0000000	0.84	0.94	0.75	0.79	0.75	0.9	0.66	0.72	0.85	0.93	0.71	0.79	0.83	0.95	0.75	0.8	0.82	0.96	0.73	0.8	0.78	0.91	0.66	0.72	0.86	0.98	0.75	0.83	0.86	0.98	0.73	0.83	0.76	0.9	0.71	0.76
PowerTwoLoci RecOrRec 2.6 6 0.0000000	0.89	0.94	0.78	0.83	0.8	0.91	0.71	0.78	0.88	0.95	0.75	0.82	0.86	0.95	0.78	0.83	0.85	0.95	0.75	0.82	0.84	0.92	0.68	0.77	0.89	0.99	0.78	0.84	0.89	0.99	0.74	0.84	0.79	0.92	0.75	0.79
PowerTwoLoci Threshold 1.2 6 0.0000000	0.61	0.79	0.38	0.53	0.47	0.65	0.26	0.41	0.58	0.82	0.37	0.52	0.7	0.91	0.48	0.63	0.68	0.89	0.46	0.63	0.54	0.72	0.37	0.5	0.73	0.91	0.49	0.65	0.71	0.91	0.47	0.64	0.47	0.65	0.32	0.42
PowerTwoLoci Threshold 1.6 6 0.0000000	0.72	0.85	0.54	0.68	0.58	0.77	0.41	0.53	0.69	0.84	0.52	0.65	0.83	0.94	0.57	0.72	0.77	0.92	0.55	0.72	0.67	0.83	0.5	0.6	0.83	0.96	0.58	0.72	0.79	0.96	0.56	0.72	0.59	0.78	0.47	0.55
PowerTwoLoci Threshold 2.0 6 0.0000000	0.81	0.89	0.68	0.75	0.7	0.84	0.58	0.65	0.79	0.88	0.63	0.73	0.82	0.94	0.69	0.8	0.81	0.92	0.69	0.78	0.71	0.89	0.62	0.69	0.86	0.98	0.7	0.83	0.86	0.97	0.69	0.79	0.74	0.84	0.61	0.7
PowerTwoLoci Threshold 2.4 6 0.0000000	0.84	0.94	0.75	0.79	0.75	0.9	0.66	0.72	0.85	0.93	0.71	0.79	0.83	0.95	0.75	0.8	0.82	0.96	0.73	0.8	0.78	0.91	0.66	0.72	0.86	0.98	0.75	0.83	0.86	0.98	0.73	0.83	0.76	0.9	0.71	0.76
PowerTwoLoci Threshold 2.6 6 0.0000000	0.89	0.94	0.78	0.83	0.8	0.91	0.71	0.78	0.88	0.95	0.75	0.82	0.86	0.95	0.78	0.83	0.85	0.95	0.75	0.82	0.84	0.92	0.68	0.77	0.89	0.99	0.78	0.84	0.89	0.99	0.74	0.84	0.79	0.92	0.75	0.79
PowerTwoLoci Modified 1.2 6 0.0000000	0.61	0.79	0.38	0.53	0.47	0.65	0.26	0.41	0.58	0.82	0.37	0.52	0.7	0.91	0.48	0.63	0.68	0.89	0.46	0.63	0.54	0.72	0.37	0.5	0.73	0.91	0.49	0.65	0.71	0.91	0.47	0.64	0.47	0.65	0.32	0.42
PowerTwoLoci Modified 1.6 6 0.0000000	0.72	0.85	0.54	0.68	0.58	0.77	0.41	0.53	0.69	0.84	0.52	0.65	0.83	0.94	0.57	0.72	0.77	0.92	0.55	0.72	0.67	0.83	0.5	0.6	0.83	0.96	0.58	0.72	0.79	0.96	0.56	0.72	0.59	0.78	0.47	0.55
PowerTwoLoci Modified 2.0 6 0.0000000	0.81	0.89	0.68	0.75	0.7	0.84	0.58	0.65	0.79	0.88	0.63	0.73	0.82	0.94	0.69	0.8	0.81	0.92	0.69	0.78	0.71	0.89	0.62	0.69	0.86	0.98	0.7	0.83	0.86	0.97	0.69	0.79	0.74	0.84	0.61	0.7
PowerTwoLoci Modified 2.4 6 0.0000000	0.84	0.94	0.75	0.79	0.75	0.9	0.66	0.72	0.85	0.93	0.71	0.79	0.83	0.95	0.75	0.8	0.82	0.96	0.73	0.8	0.78	0.91	0.66	0.72	0.86	0.98	0.75	0.83	0.86	0.98	0.73	0.83	0.76	0.9	0.71	0.76
PowerTwoLoci Modified 2.6 6 0.0000000	0.89	0.94	0.78	0.83	0.8	0.91	0.71	0.78	0.88	0.95	0.75	0.82	0.86	0.95	0.78	0.83	0.85	0.95	0.75	0.82	0.84	0.92	0.68	0.77	0.89	0.99	0.78	0.84	0.89	0.99	0.74	0.84	0.79	0.92	0.75	0.79
PowerTwoLoci Additive 1.2 8 0.0000000	0.78	0.86	0.59	0.74	0.62	0.83	0.45	0.58	0.77	0.89	0.54	0.72	0.84	0.95	0.63	0.81	0.82	0.94	0.59	0.73	0.67	0.83	0.57	0.64	0.85	0.97	0.64	0.83	0.85	0.95	0.6	0.75	0.6	0.8	0.46	0.57
PowerTwoLoci Additive 1.6 8 0.0000000	0.84	0.95	0.71	0.8	0.76	0.88	0.57	0.7	0.82	0.95	0.72	0.8	0.91	0.97	0.67	0.86	0.89	0.96	0.66	0.8	0.75	0.9	0.63	0.75	0.9	0.98	0.68	0.88	0.89	0.95	0.67	0.82	0.75	0.84	0.59	0.66
PowerTwoLoci Additive 2.0 8 0.0000000	0.9	0.96	0.79	0.83	0.82	0.93	0.64	0.77	0.89	0.96	0.76	0.83	0.93	0.98	0.74	0.87	0.89	0.99	0.73	0.85	0.82	0.92	0.69	0.78	0.93	0.98	0.75	0.88	0.9	0.99	0.75	0.87	0.8	0.91	0.64	0.77
PowerTwoLoci Additive 2.4 8 0.0000000	0.93	0.97	0.83	0.88	0.87	0.93	0.73	0.82	0.91	0.96	0.84	0.9	0.94	0.99	0.79	0.92	0.92	0.97	0.78	0.87	0.85	0.93	0.74	0.81	0.95	1	0.8	0.93	0.94	0.98	0.79	0.9	0.84	0.92	0.76	0.82
PowerTwoLoci Additive 2.6 8 0.0000000	0.92	0.97	0.83	0.89	0.89	0.94	0.77	0.84	0.93	0.97	0.83	0.91	0.95	0.99	0.83	0.93	0.93	0.98	0.78	0.91	0.85	0.95	0.76	0.82	0.96	1	0.84	0.94	0.95	0.99	0.8	0.93	0.85	0.93	0.76	0.85
PowerTwoLoci DomOrDom 1.2 8 0.0000000	0.66	0.81	0.47	0.6	0.5	0.71	0.35	0.46	0.64	0.8	0.43	0.54	0.76	0.96	0.57	0.69	0.76	0.93	0.53	0.68	0.6	0.81	0.44	0.56	0.8	0.98	0.59	0.73	0.78	0.96	0.55	0.71	0.47	0.63	0.36	0.44
PowerTwoLoci DomOrDom 1.6 8 0.0000000	0.89	0.93	0.71	0.82	0.79	0.92	0.56	0.7	0.83	0.95	0.7	0.8	0.91	0.98	0.71	0.86	0.86	0.98	0.7	0.83	0.76	0.91	0.64	0.73	0.91	0.98	0.72	0.88	0.88	0.98	0.73	0.86	0.77	0.91	0.58	0.69
PowerTwoLoci DomOrDom 2.0 8 0.0000000	0.93	0.98	0.86	0.91	0.9	0.93	0.74	0.83	0.93	0.98	0.85	0.91	0.94	0.99	0.85	0.93	0.92	0.98	0.81	0.91	0.85	0.96	0.73	0.84	0.95	0.99	0.87	0.94	0.94	0.98	0.84	0.93	0.87	0.93	0.73	0.83
PowerTwoLoci DomOrDom 2.4 8 0.0000000	0.95	0.98	0.91	0.93	0.92	0.96	0.83	0.89	0.95	0.97	0.92	0.95	0.95	1	0.89	0.93	0.94	1	0.87	0.91	0.89	0.96	0.81	0.87	0.96	1	0.9	0.95	0.95	1	0.87	0.93	0.93	0.95	0.82	0.91
PowerTwoLoci DomOrDom 2.6 8 0.0000000	0.95	0.96	0.93	0.95	0.94	0.96	0.85	0.91	0.95	0.97	0.92	0.95	0.96	0.99	0.9	0.95	0.95	0.99	0.87	0.94	0.9	0.96	0.79	0.86	0.97	0.99	0.9	0.96	0.97	0.99	0.87	0.96	0.93	0.95	0.87	0.92
PowerTwoLoci DomAndDom 1.2 8 0.0000000	0.66	0.81	0.47	0.6	0.5	0.71	0.35	0.46	0.64	0.8	0.43	0.54	0.76	0.96	0.57	0.69	0.76	0.93	0.53	0.68	0.6	0.81	0.44	0.56	0.8	0.98	0.59	0.73	0.78	0.96	0.55	0.71	0.47	0.63	0.36	0.44
PowerTwoLoci DomAndDom 1.6 8 0.0000000	0.89	0.93	0.71	0.82	0.79	0.92	0.56	0.7	0.83	0.95	0.7	0.8	0.91	0.98	0.71	0.86	0.86	0.98	0.7	0.83	0.76	0.91	0.64	0.73	0.91	0.98	0.72	0.88	0.88	0.98	0.73	0.86	0.77	0.91	0.58	0.69
PowerTwoLoci DomAndDom 2.0 8 0.0000000	0.93	0.98	0.86	0.91	0.9	0.93	0.74	0.83	0.93	0.98	0.85	0.91	0.94	0.99	0.85	0.93	0.92	0.98	0.81	0.91	0.85	0.96	0.73	0.84	0.95	0.99	0.87	0.94	0.94	0.98	0.84	0.93	0.87	0.93	0.73	0.83
PowerTwoLoci DomAndDom 2.4 8 0.0000000	0.95	0.98	0.91	0.93	0.92	0.96	0.83	0.89	0.95	0.97	0.92	0.95	0.95	1	0.89	0.93	0.94	1	0.87	0.91	0.89	0.96	0.81	0.87	0.96	1	0.9	0.95	0.95	1	0.87	0.93	0.93	0.95	0.82	0.91
PowerTwoLoci DomAndDom 2.6 8 0.0000000	0.95	0.96	0.93	0.95	0.94	0.96	0.85	0.91	0.95	0.97	0.92	0.95	0.96	0.99	0.9	0.95	0.95	0.99	0.87	0.94	0.9	0.96	0.79	0.86	0.97	0.99	0.9	0.96	0.97	0.99	0.87	0.96	0.93	0.95	0.87	0.92
PowerTwoLoci RecOrRec 1.2 8 0.0000000	0.61	0.71	0.42	0.5	0.41	0.61	0.28	0.35	0.58	0.73	0.39	0.52	0.71	0.95	0.47	0.63	0.67	0.92	0.45	0.59	0.54	0.77	0.39	0.51	0.75	0.96	0.48	0.67	0.71	0.94	0.46	0.6	0.41	0.58	0.29	0.37
