test model relativeRisk haplotypeLength recFrac YateTDT01 YateTDT05 YateTDT001 YateTDT005 Yate2TDT01 Yate2TDT05 Yate2TDT001 Yate2TDT005 YatepTDT01 YatepTDT05 YatepTDT001 YatepTDT005 Yatep2TDT01 Yatep2TDT05 Yatep2TDT001 Yatep2TDT005 LaplaceTDT01 LaplaceTDT05 LaplaceTDT001 LaplaceTDT005 Laplace2TDT01 Laplace2TDT05 Laplace2TDT001 Laplace2TDT005 Grouping01 Grouping05 Grouping001 Grouping005 sTDT01 sTDT05 sTDT001 sTDT005 TDT01 TDT05 TDT001 TDT005 propTDT01 propTDT05 propTDT001 propTDT005 logTDT01 logTDT05 logTDT001 logTDT005 TDT_m10_01 TDT_m10_05 TDT_m10_001 TDT_m10_005 WTDT01 WTDT05 WTDT001 WTDT005 WWTDT01 WWTDT05 WWTDT001 WWTDT005 EntTDT01 EntTDT05 EntTDT001 EntTDT005
PowerOneLocus Additive 10 1 0.0000000	0.355556	0.444444	0.233333	0.3	0.344444	0.444444	0.233333	0.288889	0.366667	0.455556	0.233333	0.311111	0.366667	0.455556	0.233333	0.311111	0.366667	0.444444	0.233333	0.311111	0.366667	0.444444	0.233333	0.311111	0.366667	0.455556	0.233333	0.311111	0.366667	0.455556	0.233333	0.311111	0.366667	0.455556	0.233333	0.311111	0.233333	0.322222	0.188889	0.222222	0	0	0	0	0.366667	0.455556	0.233333	0.311111	0.455556	0.555556	0.344444	0.422222	0.411111	0.5	0.288889	0.366667	0.444444	0.533333	0.344444	0.411111
PowerOneLocus Additive 10 1 0.0000500	0.136842	0.231579	0.105263	0.115789	0.126316	0.231579	0.105263	0.115789	0.136842	0.252632	0.105263	0.115789	0.136842	0.252632	0.105263	0.115789	0.136842	0.252632	0.105263	0.115789	0.136842	0.231579	0.105263	0.115789	0.136842	0.252632	0.105263	0.115789	0.136842	0.252632	0.105263	0.115789	0.136842	0.252632	0.105263	0.115789	0.0947368	0.178947	0.0631579	0.0842105	0	0	0	0	0.136842	0.252632	0.105263	0.115789	0.221053	0.315789	0.136842	0.168421	0.157895	0.252632	0.115789	0.147368	0.210526	0.326316	0.157895	0.189474
PowerOneLocus Additive 10 1 0.0001000	0.0824742	0.14433	0.0309278	0.0412371	0.0824742	0.14433	0.0309278	0.0309278	0.0824742	0.164948	0.0309278	0.0618557	0.0824742	0.164948	0.0309278	0.0618557	0.0824742	0.154639	0.0309278	0.0515464	0.0824742	0.154639	0.0309278	0.0515464	0.0824742	0.164948	0.0309278	0.0618557	0.0824742	0.164948	0.0309278	0.0618557	0.0824742	0.164948	0.0309278	0.0618557	0.0309278	0.0515464	0.0103093	0.0103093	0	0	0	0	0.0824742	0.164948	0.0309278	0.0618557	0.14433	0.216495	0.0618557	0.113402	0.0824742	0.154639	0.0412371	0.0824742	0.134021	0.216495	0.0927835	0.134021
PowerOneLocus Additive 10 1 0.0002000	0.0833333	0.145833	0.0625	0.0625	0.0729167	0.145833	0.0625	0.0625	0.09375	0.145833	0.0625	0.0625	0.09375	0.145833	0.0625	0.0625	0.0833333	0.145833	0.0625	0.0625	0.0833333	0.145833	0.0625	0.0625	0.09375	0.145833	0.0625	0.0625	0.09375	0.145833	0.0625	0.0625	0.09375	0.145833	0.0625	0.0625	0.0625	0.09375	0.0416667	0.0520833	0	0	0	0	0.09375	0.145833	0.0625	0.0625	0.15625	0.25	0.09375	0.125	0.125	0.15625	0.0625	0.09375	0.177083	0.21875	0.09375	0.145833
PowerOneLocus Additive 10 1 0.0004000	0.0319149	0.0425532	0.0212766	0.0319149	0.0319149	0.0425532	0.0106383	0.0319149	0.0425532	0.0531915	0.0212766	0.0319149	0.0425532	0.0531915	0.0212766	0.0319149	0.0319149	0.0531915	0.0212766	0.0319149	0.0319149	0.0531915	0.0106383	0.0319149	0.0425532	0.0531915	0.0212766	0.0319149	0.0425532	0.0531915	0.0212766	0.0319149	0.0425532	0.0531915	0.0212766	0.0319149	0.0212766	0.0212766	0.0106383	0.0212766	0	0	0	0	0.0425532	0.0531915	0.0212766	0.0319149	0.0531915	0.0851064	0.0319149	0.0425532	0.0425532	0.0638298	0.0212766	0.0319149	0.0531915	0.0744681	0.0425532	0.0531915
PowerOneLocus DomOrDom 2 1 0.0000000	0.147368	0.242105	0.147368	0.147368	0.147368	0.231579	0.147368	0.147368	0.157895	0.242105	0.147368	0.147368	0.157895	0.242105	0.147368	0.147368	0.147368	0.242105	0.147368	0.147368	0.147368	0.242105	0.147368	0.147368	0.157895	0.242105	0.147368	0.147368	0.157895	0.242105	0.147368	0.147368	0.157895	0.242105	0.147368	0.147368	0.126316	0.178947	0.0947368	0.115789	0	0	0	0	0.157895	0.242105	0.147368	0.147368	0.242105	0.273684	0.147368	0.2	0.168421	0.252632	0.147368	0.147368	0.2	0.284211	0.157895	0.168421
PowerOneLocus DomOrDom 2 1 0.0000500	0.0851064	0.159574	0.0425532	0.0531915	0.0744681	0.138298	0.0425532	0.0531915	0.0957447	0.159574	0.0425532	0.0531915	0.0957447	0.159574	0.0425532	0.0531915	0.0957447	0.159574	0.0425532	0.0531915	0.0957447	0.159574	0.0425532	0.0531915	0.0957447	0.159574	0.0425532	0.0531915	0.0957447	0.159574	0.0425532	0.0531915	0.0957447	0.159574	0.0425532	0.0531915	0.0531915	0.0957447	0.0319149	0.0425532	0	0	0	0	0.0957447	0.159574	0.0425532	0.0531915	0.170213	0.234043	0.0851064	0.138298	0.106383	0.191489	0.0531915	0.0957447	0.170213	0.212766	0.106383	0.148936
PowerOneLocus DomOrDom 2 1 0.0001000	0.0416667	0.0729167	0.0208333	0.03125	0.0416667	0.0729167	0.0208333	0.03125	0.0520833	0.114583	0.0208333	0.0416667	0.0520833	0.114583	0.0208333	0.0416667	0.0520833	0.114583	0.0208333	0.0416667	0.0416667	0.09375	0.0208333	0.03125	0.0520833	0.114583	0.0208333	0.0416667	0.0520833	0.114583	0.0208333	0.0416667	0.0520833	0.114583	0.0208333	0.0416667	0.0208333	0.0208333	0.0104167	0.0104167	0	0	0	0	0.0520833	0.114583	0.0208333	0.0416667	0.09375	0.166667	0.0520833	0.0833333	0.0625	0.125	0.0416667	0.0520833	0.104167	0.1875	0.0729167	0.0729167
PowerOneLocus DomOrDom 2 1 0.0002000	0.0707071	0.121212	0.0505051	0.0707071	0.0707071	0.111111	0.040404	0.0707071	0.0707071	0.131313	0.0606061	0.0707071	0.0707071	0.131313	0.0606061	0.0707071	0.0707071	0.131313	0.0606061	0.0707071	0.0707071	0.121212	0.0606061	0.0707071	0.0707071	0.131313	0.0606061	0.0707071	0.0707071	0.131313	0.0606061	0.0707071	0.0707071	0.131313	0.0606061	0.0707071	0.0505051	0.0808081	0.0505051	0.0505051	0	0	0	0	0.0707071	0.131313	0.0606061	0.0707071	0.131313	0.171717	0.0707071	0.111111	0.0808081	0.141414	0.0606061	0.0808081	0.111111	0.181818	0.10101	0.10101
PowerOneLocus DomOrDom 2 1 0.0004000	0.0105263	0.0421053	0.0105263	0.0105263	0.0105263	0.0421053	0.0105263	0.0105263	0.0210526	0.0421053	0.0105263	0.0105263	0.0210526	0.0421053	0.0105263	0.0105263	0.0105263	0.0421053	0.0105263	0.0105263	0.0105263	0.0421053	0.0105263	0.0105263	0.0210526	0.0421053	0.0105263	0.0105263	0.0210526	0.0421053	0.0105263	0.0105263	0.0210526	0.0421053	0.0105263	0.0105263	0.0105263	0.0105263	0.0105263	0.0105263	0	0	0	0	0.0210526	0.0421053	0.0105263	0.0105263	0.0526316	0.0947368	0.0315789	0.0421053	0.0421053	0.0526316	0.0105263	0.0315789	0.0631579	0.0842105	0.0631579	0.0631579
