test model relativeRisk haplotypeLength recFrac Training_mTDT_minFreq10.00000_01 Training_mTDT_minFreq10.00000_05 Training_mTDT_minFreq10.00000_001 Training_mTDT_minFreq10.00000_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_ScoreTDT_minFreq10.00000_01 Training_ScoreTDT_minFreq10.00000_05 Training_ScoreTDT_minFreq10.00000_001 Training_ScoreTDT_minFreq10.00000_005 Training_mTDT1T_01 Training_mTDT1T_05 Training_mTDT1T_001 Training_mTDT1T_005 Training_mTDT1T_minFreq10.00000_01 Training_mTDT1T_minFreq10.00000_05 Training_mTDT1T_minFreq10.00000_001 Training_mTDT1T_minFreq10.00000_005 Training_mTDTP_01 Training_mTDTP_05 Training_mTDTP_001 Training_mTDTP_005 Training_mTDT1_01 Training_mTDT1_05 Training_mTDT1_001 Training_mTDT1_005 Training_mTDT1_minFreq10.00000_01 Training_mTDT1_minFreq10.00000_05 Training_mTDT1_minFreq10.00000_001 Training_mTDT1_minFreq10.00000_005 Training_mTDTYateAlpha_0.50000_01 Training_mTDTYateAlpha_0.50000_05 Training_mTDTYateAlpha_0.50000_001 Training_mTDTYateAlpha_0.50000_005 
PowerOneLocus DomOrDom 2.0 6 0.0002000 0.13 0.28 0.04 0.09 0.09 0.24 0.03 0.05 0.15 0.29 0.04 0.1 0.17 0.27 0.08 0.12 0.16 0.25 0.07 0.12 0.11 0.21 0.02 0.08 0.24 0.46 0.09 0.18 0.25 0.43 0.08 0.18 0.09 0.23 0.02 0.06
PowerOneLocus DomOrDom 2.4 6 0.0000000 0.67 0.78 0.62 0.66 0.67 0.71 0.59 0.63 0.7 0.76 0.61 0.66 0.72 0.81 0.64 0.68 0.71 0.82 0.64 0.68 0.7 0.8 0.62 0.68 0.76 0.87 0.64 0.71 0.77 0.88 0.64 0.71 0.68 0.72 0.59 0.68
PowerOneLocus DomOrDom 2.4 6 0.0000500 0.34 0.47 0.29 0.31 0.32 0.45 0.24 0.29 0.37 0.49 0.29 0.31 0.39 0.57 0.29 0.33 0.38 0.57 0.28 0.33 0.34 0.49 0.26 0.32 0.46 0.68 0.28 0.4 0.45 0.68 0.27 0.39 0.31 0.45 0.26 0.31
PowerOneLocus DomOrDom 2.4 6 0.0001000 0.19 0.28 0.11 0.15 0.18 0.24 0.09 0.15 0.21 0.35 0.12 0.18 0.21 0.43 0.12 0.18 0.2 0.41 0.12 0.18 0.17 0.25 0.11 0.14 0.27 0.55 0.16 0.22 0.25 0.52 0.16 0.22 0.15 0.26 0.11 0.15
PowerOneLocus DomOrDom 2.4 6 0.0001500 0.2 0.32 0.1 0.15 0.15 0.28 0.08 0.13 0.18 0.34 0.11 0.13 0.28 0.43 0.1 0.2 0.23 0.42 0.1 0.18 0.23 0.3 0.09 0.17 0.32 0.58 0.13 0.22 0.28 0.54 0.13 0.22 0.18 0.27 0.08 0.13
PowerOneLocus DomOrDom 2.4 6 0.0002000 0.2 0.3 0.07 0.14 0.15 0.26 0.04 0.1 0.18 0.3 0.06 0.15 0.19 0.33 0.09 0.16 0.18 0.31 0.08 0.15 0.12 0.27 0.04 0.1 0.25 0.49 0.12 0.22 0.24 0.46 0.11 0.21 0.15 0.25 0.05 0.1
PowerOneLocus DomOrDom 2.6 6 0.0000000 0.72 0.79 0.63 0.69 0.67 0.74 0.61 0.65 0.72 0.79 0.63 0.68 0.75 0.81 0.65 0.7 0.75 0.81 0.65 0.7 0.71 0.8 0.65 0.69 0.76 0.87 0.67 0.72 0.75 0.87 0.67 0.71 0.7 0.76 0.64 0.68
PowerOneLocus DomOrDom 2.6 6 0.0000500 0.41 0.52 0.3 0.35 0.37 0.47 0.26 0.31 0.41 0.5 0.29 0.37 0.4 0.55 0.29 0.33 0.4 0.55 0.29 0.33 0.37 0.52 0.31 0.35 0.5 0.67 0.31 0.39 0.5 0.67 0.3 0.39 0.36 0.46 0.28 0.32
PowerOneLocus DomOrDom 2.6 6 0.0001000 0.2 0.32 0.11 0.16 0.19 0.29 0.1 0.16 0.23 0.35 0.12 0.2 0.21 0.44 0.14 0.19 0.23 0.42 0.14 0.18 0.18 0.28 0.11 0.15 0.28 0.55 0.17 0.25 0.28 0.53 0.18 0.23 0.17 0.29 0.11 0.15
PowerOneLocus DomOrDom 2.6 6 0.0001500 0.21 0.3 0.14 0.17 0.18 0.27 0.09 0.14 0.21 0.33 0.12 0.16 0.26 0.43 0.11 0.19 0.24 0.4 0.11 0.18 0.22 0.29 0.12 0.18 0.32 0.57 0.14 0.25 0.29 0.5 0.13 0.24 0.17 0.29 0.11 0.16
PowerOneLocus DomOrDom 2.6 6 0.0002000 0.19 0.3 0.06 0.16 0.14 0.28 0.06 0.11 0.19 0.31 0.08 0.16 0.18 0.34 0.08 0.16 0.18 0.34 0.08 0.14 0.12 0.27 0.06 0.11 0.26 0.49 0.11 0.22 0.26 0.48 0.11 0.21 0.15 0.26 0.05 0.12
PowerOneLocus RecOrRec 1.2 6 0.0000000 0.56 0.68 0.4 0.48 0.43 0.6 0.37 0.42 0.51 0.65 0.41 0.44 0.59 0.71 0.43 0.5 0.58 0.71 0.42 0.51 0.54 0.64 0.42 0.5 0.67 0.78 0.48 0.57 0.65 0.77 0.47 0.58 0.5 0.63 0.37 0.46
PowerOneLocus RecOrRec 1.2 6 0.0000500 0.26 0.36 0.13 0.21 0.16 0.32 0.1 0.14 0.23 0.38 0.12 0.17 0.27 0.43 0.16 0.22 0.27 0.42 0.17 0.21 0.24 0.38 0.15 0.21 0.31 0.56 0.17 0.24 0.31 0.55 0.16 0.25 0.2 0.33 0.1 0.16
PowerOneLocus RecOrRec 1.2 6 0.0001000 0.07 0.18 0.02 0.07 0.06 0.15 0.03 0.05 0.09 0.2 0.04 0.06 0.11 0.29 0.05 0.05 0.11 0.29 0.05 0.05 0.09 0.17 0.04 0.08 0.2 0.45 0.06 0.09 0.2 0.44 0.06 0.1 0.06 0.13 0.03 0.06
PowerOneLocus RecOrRec 1.2 6 0.0001500 0.02 0.12 0 0.01 0.01 0.1 0 0 0.05 0.14 0 0.01 0.09 0.27 0 0.07 0.08 0.22 0 0.07 0.03 0.13 0.01 0.01 0.13 0.47 0 0.09 0.13 0.42 0.01 0.09 0.01 0.1 0 0
PowerOneLocus RecOrRec 1.2 6 0.0002000 0.06 0.16 0.02 0.06 0.03 0.13 0.02 0.02 0.06 0.18 0.02 0.04 0.07 0.24 0.02 0.06 0.07 0.22 0.02 0.06 0.05 0.12 0.01 0.04 0.14 0.34 0.03 0.11 0.14 0.34 0.03 0.11 0.04 0.11 0.02 0.03
PowerOneLocus RecOrRec 1.6 6 0.0000000 0.59 0.68 0.52 0.59 0.55 0.66 0.41 0.5 0.6 0.7 0.45 0.55 0.59 0.74 0.5 0.54 0.59 0.74 0.5 0.54 0.58 0.68 0.52 0.54 0.65 0.79 0.55 0.6 0.64 0.79 0.55 0.6 0.58 0.65 0.45 0.56
PowerOneLocus RecOrRec 1.6 6 0.0000500 0.29 0.34 0.2 0.22 0.22 0.27 0.12 0.21 0.25 0.34 0.17 0.23 0.31 0.42 0.2 0.26 0.29 0.41 0.21 0.25 0.26 0.38 0.18 0.23 0.34 0.56 0.21 0.29 0.34 0.53 0.22 0.28 0.24 0.31 0.16 0.22
PowerOneLocus RecOrRec 1.6 6 0.0001000 0.1 0.19 0.05 0.09 0.08 0.16 0.04 0.04 0.11 0.21 0.04 0.08 0.13 0.31 0.05 0.1 0.12 0.28 0.05 0.1 0.08 0.19 0.08 0.08 0.19 0.44 0.08 0.16 0.19 0.41 0.08 0.16 0.08 0.13 0.03 0.07
PowerOneLocus RecOrRec 1.6 6 0.0001500 0.06 0.14 0.01 0.04 0.05 0.14 0 0.03 0.1 0.18 0 0.05 0.11 0.33 0.02 0.1 0.11 0.34 0.01 0.1 0.05 0.16 0.01 0.03 0.18 0.48 0.02 0.13 0.15 0.5 0.01 0.12 0.05 0.13 0.01 0.03
PowerOneLocus RecOrRec 1.6 6 0.0002000 0.05 0.18 0.02 0.03 0.04 0.17 0.02 0.02 0.06 0.2 0.03 0.05 0.11 0.26 0.02 0.06 0.1 0.25 0.02 0.06 0.03 0.14 0.02 0.02 0.16 0.37 0.03 0.1 0.15 0.36 0.03 0.1 0.02 0.13 0.02 0.02
PowerOneLocus RecOrRec 2.0 6 0.0000000 0.63 0.7 0.58 0.61 0.6 0.7 0.48 0.58 0.63 0.74 0.51 0.61 0.64 0.78 0.5 0.61 0.65 0.79 0.51 0.62 0.64 0.71 0.56 0.62 0.7 0.81 0.57 0.67 0.7 0.82 0.57 0.68 0.62 0.68 0.56 0.6
PowerOneLocus RecOrRec 2.0 6 0.0000500 0.29 0.33 0.25 0.27 0.26 0.31 0.18 0.23 0.3 0.34 0.2 0.27 0.31 0.43 0.26 0.27 0.3 0.43 0.25 0.27 0.27 0.36 0.22 0.26 0.33 0.59 0.26 0.29 0.32 0.57 0.25 0.29 0.28 0.32 0.23 0.25
PowerOneLocus RecOrRec 2.0 6 0.0001000 0.13 0.19 0.05 0.11 0.11 0.17 0.05 0.1 0.12 0.22 0.06 0.11 0.15 0.34 0.08 0.13 0.15 0.3 0.08 0.12 0.11 0.22 0.06 0.1 0.17 0.45 0.1 0.17 0.17 0.39 0.1 0.15 0.13 0.17 0.04 0.1
PowerOneLocus RecOrRec 2.0 6 0.0001500 0.06 0.22 0.02 0.06 0.08 0.18 0.02 0.04 0.11 0.21 0.03 0.09 0.17 0.35 0.03 0.12 0.15 0.32 0.05 0.12 0.12 0.21 0.01 0.09 0.23 0.5 0.03 0.15 0.19 0.48 0.04 0.15 0.06 0.18 0.02 0.04
PowerOneLocus RecOrRec 2.0 6 0.0002000 0.07 0.2 0.03 0.06 0.05 0.16 0.03 0.05 0.07 0.22 0.03 0.05 0.1 0.29 0.02 0.09 0.1 0.26 0.02 0.08 0.06 0.14 0.02 0.04 0.17 0.4 0.04 0.12 0.18 0.37 0.04 0.11 0.06 0.14 0.03 0.05
PowerOneLocus RecOrRec 2.4 6 0.0000000 0.64 0.74 0.59 0.64 0.63 0.71 0.55 0.59 0.64 0.76 0.57 0.62 0.7 0.79 0.53 0.68 0.71 0.79 0.53 0.67 0.66 0.74 0.61 0.64 0.74 0.83 0.61 0.72 0.75 0.83 0.59 0.71 0.64 0.72 0.57 0.63
PowerOneLocus RecOrRec 2.4 6 0.0000500 0.32 0.37 0.24 0.29 0.27 0.36 0.2 0.24 0.31 0.37 0.24 0.27 0.32 0.48 0.25 0.29 0.31 0.47 0.24 0.28 0.28 0.39 0.22 0.27 0.35 0.6 0.25 0.29 0.33 0.58 0.24 0.28 0.28 0.33 0.23 0.26
PowerOneLocus RecOrRec 2.4 6 0.0001000 0.13 0.25 0.1 0.11 0.11 0.22 0.06 0.1 0.13 0.27 0.09 0.11 0.16 0.34 0.09 0.12 0.16 0.33 0.09 0.11 0.14 0.22 0.07 0.11 0.25 0.5 0.11 0.15 0.23 0.46 0.11 0.13 0.12 0.18 0.07 0.11
PowerOneLocus RecOrRec 2.4 6 0.0001500 0.14 0.23 0.04 0.09 0.1 0.16 0.03 0.09 0.13 0.28 0.04 0.1 0.19 0.36 0.06 0.13 0.18 0.32 0.06 0.12 0.13 0.24 0.03 0.11 0.24 0.47 0.09 0.16 0.22 0.44 0.08 0.15 0.1 0.19 0.04 0.06
PowerOneLocus RecOrRec 2.4 6 0.0002000 0.07 0.22 0.03 0.05 0.07 0.19 0.02 0.03 0.11 0.26 0.03 0.06 0.15 0.26 0.05 0.13 0.15 0.23 0.04 0.11 0.07 0.18 0.02 0.04 0.2 0.42 0.07 0.17 0.21 0.38 0.06 0.15 0.06 0.2 0.02 0.05
PowerOneLocus RecOrRec 2.6 6 0.0000000 0.67 0.76 0.58 0.64 0.63 0.75 0.55 0.61 0.67 0.8 0.59 0.65 0.72 0.82 0.6 0.67 0.72 0.82 0.6 0.68 0.68 0.75 0.6 0.67 0.77 0.85 0.63 0.72 0.78 0.85 0.63 0.74 0.68 0.74 0.56 0.62
PowerOneLocus RecOrRec 2.6 6 0.0000500 0.32 0.38 0.25 0.3 0.3 0.36 0.24 0.27 0.33 0.38 0.25 0.31 0.34 0.49 0.26 0.31 0.33 0.48 0.27 0.31 0.3 0.43 0.22 0.25 0.4 0.61 0.26 0.33 0.39 0.59 0.27 0.33 0.3 0.33 0.25 0.27
PowerOneLocus RecOrRec 2.6 6 0.0001000 0.14 0.25 0.11 0.12 0.12 0.22 0.08 0.11 0.15 0.28 0.09 0.12 0.18 0.36 0.09 0.15 0.16 0.31 0.09 0.16 0.14 0.27 0.08 0.11 0.25 0.48 0.11 0.2 0.24 0.44 0.11 0.19 0.13 0.19 0.1 0.11
PowerOneLocus RecOrRec 2.6 6 0.0001500 0.16 0.28 0.05 0.12 0.12 0.21 0.05 0.08 0.14 0.29 0.08 0.11 0.24 0.39 0.08 0.14 0.2 0.36 0.07 0.13 0.16 0.28 0.05 0.11 0.26 0.52 0.1 0.18 0.23 0.49 0.08 0.17 0.12 0.24 0.04 0.09
PowerOneLocus RecOrRec 2.6 6 0.0002000 0.12 0.23 0.04 0.06 0.07 0.19 0.03 0.04 0.12 0.23 0.04 0.07 0.15 0.27 0.05 0.12 0.15 0.26 0.05 0.12 0.08 0.19 0.03 0.06 0.21 0.44 0.07 0.17 0.21 0.39 0.08 0.17 0.05 0.18 0.04 0.05
PowerOneLocus Additive 1.2 8 0.0000000 0.61 0.68 0.46 0.57 0.5 0.66 0.4 0.45 0.58 0.68 0.43 0.52 0.62 0.75 0.46 0.57 0.61 0.76 0.46 0.53 0.57 0.68 0.48 0.52 0.66 0.8 0.54 0.61 0.67 0.79 0.54 0.58 0.53 0.64 0.41 0.49
PowerOneLocus Additive 1.2 8 0.0000500 0.27 0.41 0.17 0.24 0.2 0.34 0.11 0.17 0.28 0.38 0.15 0.24 0.33 0.54 0.19 0.28 0.33 0.51 0.21 0.27 0.29 0.41 0.17 0.23 0.39 0.63 0.2 0.32 0.39 0.59 0.21 0.31 0.22 0.35 0.14 0.16
PowerOneLocus Additive 1.2 8 0.0001000 0.1 0.23 0.03 0.09 0.07 0.16 0.03 0.06 0.08 0.23 0.05 0.08 0.17 0.38 0.07 0.12 0.17 0.33 0.06 0.1 0.11 0.21 0.05 0.09 0.25 0.53 0.09 0.15 0.24 0.49 0.08 0.14 0.09 0.11 0.03 0.06
PowerOneLocus Additive 1.2 8 0.0001500 0.06 0.15 0.02 0.04 0.03 0.13 0.01 0.01 0.08 0.21 0.01 0.03 0.15 0.36 0.02 0.11 0.12 0.31 0.02 0.08 0.07 0.15 0.02 0.04 0.18 0.52 0.02 0.12 0.17 0.44 0.03 0.1 0.03 0.11 0 0.02
PowerOneLocus Additive 1.2 8 0.0002000 0.05 0.16 0.02 0.04 0.04 0.15 0.02 0.03 0.07 0.19 0.02 0.06 0.08 0.29 0.03 0.05 0.07 0.26 0.02 0.05 0.03 0.13 0.01 0.02 0.17 0.46 0.05 0.1 0.16 0.4 0.03 0.12 0.03 0.09 0.02 0.02
PowerOneLocus Additive 1.6 8 0.0000000 0.63 0.7 0.6 0.63 0.59 0.71 0.49 0.58 0.63 0.73 0.54 0.6 0.66 0.79 0.5 0.6 0.66 0.79 0.5 0.61 0.65 0.71 0.53 0.63 0.72 0.86 0.58 0.69 0.72 0.84 0.57 0.7 0.63 0.68 0.52 0.62
PowerOneLocus Additive 1.6 8 0.0000500 0.33 0.4 0.25 0.32 0.26 0.37 0.18 0.26 0.35 0.41 0.25 0.29 0.35 0.53 0.26 0.33 0.35 0.51 0.27 0.33 0.34 0.44 0.22 0.29 0.38 0.63 0.28 0.36 0.38 0.6 0.29 0.36 0.31 0.37 0.19 0.28
PowerOneLocus Additive 1.6 8 0.0001000 0.16 0.21 0.08 0.13 0.13 0.19 0.06 0.08 0.14 0.22 0.07 0.13 0.21 0.47 0.1 0.14 0.19 0.4 0.1 0.14 0.14 0.26 0.09 0.13 0.25 0.58 0.12 0.17 0.24 0.5 0.13 0.17 0.13 0.18 0.05 0.11
PowerOneLocus Additive 1.6 8 0.0001500 0.09 0.24 0.05 0.07 0.06 0.15 0.02 0.05 0.11 0.26 0.05 0.07 0.18 0.43 0.03 0.15 0.16 0.38 0.03 0.12 0.11 0.2 0.02 0.05 0.26 0.53 0.05 0.19 0.22 0.49 0.05 0.14 0.05 0.15 0.04 0.05
PowerOneLocus Additive 1.6 8 0.0002000 0.07 0.19 0.04 0.06 0.07 0.14 0.04 0.05 0.1 0.23 0.04 0.08 0.14 0.31 0.03 0.09 0.13 0.25 0.02 0.08 0.06 0.16 0.02 0.04 0.24 0.46 0.05 0.13 0.26 0.41 0.05 0.12 0.06 0.11 0.04 0.05
PowerOneLocus Additive 2.0 8 0.0000000 0.67 0.74 0.62 0.65 0.62 0.73 0.59 0.61 0.66 0.75 0.61 0.63 0.72 0.81 0.56 0.69 0.72 0.82 0.55 0.69 0.68 0.77 0.63 0.67 0.79 0.87 0.63 0.75 0.79 0.86 0.63 0.76 0.63 0.73 0.62 0.63
PowerOneLocus Additive 2.0 8 0.0000500 0.36 0.41 0.3 0.34 0.32 0.39 0.22 0.27 0.38 0.43 0.26 0.32 0.41 0.55 0.3 0.38 0.41 0.54 0.27 0.36 0.34 0.44 0.27 0.32 0.43 0.63 0.31 0.41 0.44 0.64 0.28 0.38 0.33 0.38 0.26 0.31
PowerOneLocus Additive 2.0 8 0.0001000 0.19 0.25 0.1 0.16 0.16 0.23 0.08 0.13 0.18 0.28 0.12 0.15 0.2 0.45 0.13 0.17 0.19 0.39 0.13 0.17 0.18 0.26 0.1 0.15 0.28 0.56 0.16 0.23 0.27 0.47 0.16 0.22 0.15 0.21 0.08 0.14
PowerOneLocus Additive 2.0 8 0.0001500 0.14 0.28 0.06 0.12 0.1 0.21 0.03 0.07 0.16 0.26 0.04 0.13 0.23 0.4 0.1 0.17 0.21 0.38 0.08 0.15 0.15 0.27 0.02 0.08 0.29 0.55 0.11 0.22 0.28 0.5 0.09 0.18 0.09 0.2 0.04 0.06
PowerOneLocus Additive 2.0 8 0.0002000 0.12 0.24 0.05 0.08 0.1 0.19 0.03 0.08 0.15 0.25 0.06 0.11 0.16 0.34 0.07 0.13 0.15 0.26 0.05 0.1 0.07 0.19 0.03 0.06 0.24 0.52 0.09 0.2 0.24 0.43 0.08 0.18 0.08 0.17 0.04 0.06
PowerOneLocus Additive 2.4 8 0.0000000 0.66 0.78 0.6 0.62 0.62 0.74 0.58 0.61 0.69 0.79 0.6 0.64 0.74 0.84 0.65 0.7 0.73 0.81 0.65 0.69 0.72 0.78 0.63 0.69 0.8 0.91 0.68 0.77 0.8 0.88 0.68 0.76 0.64 0.73 0.58 0.61
PowerOneLocus Additive 2.4 8 0.0000500 0.39 0.46 0.36 0.38 0.38 0.41 0.28 0.34 0.39 0.46 0.34 0.39 0.45 0.62 0.35 0.41 0.46 0.62 0.33 0.41 0.37 0.5 0.3 0.35 0.52 0.7 0.37 0.47 0.53 0.7 0.35 0.45 0.37 0.41 0.31 0.33
PowerOneLocus Additive 2.4 8 0.0001000 0.23 0.3 0.13 0.2 0.19 0.26 0.1 0.18 0.24 0.33 0.13 0.22 0.26 0.53 0.17 0.22 0.26 0.44 0.17 0.21 0.18 0.27 0.14 0.17 0.3 0.66 0.19 0.26 0.31 0.54 0.19 0.25 0.21 0.27 0.1 0.19
PowerOneLocus Additive 2.4 8 0.0001500 0.18 0.27 0.09 0.16 0.14 0.22 0.06 0.11 0.18 0.29 0.11 0.14 0.27 0.42 0.11 0.16 0.23 0.4 0.1 0.14 0.17 0.29 0.05 0.13 0.29 0.57 0.12 0.19 0.27 0.52 0.11 0.17 0.13 0.24 0.07 0.12
PowerOneLocus Additive 2.4 8 0.0002000 0.14 0.29 0.05 0.11 0.11 0.23 0.04 0.11 0.15 0.32 0.06 0.12 0.16 0.36 0.09 0.12 0.17 0.33 0.07 0.12 0.12 0.22 0.03 0.08 0.27 0.59 0.11 0.19 0.28 0.52 0.1 0.2 0.11 0.21 0.03 0.08
PowerOneLocus Additive 2.6 8 0.0000000 0.7 0.8 0.59 0.66 0.64 0.75 0.6 0.61 0.72 0.79 0.6 0.68 0.71 0.85 0.64 0.7 0.71 0.84 0.64 0.7 0.72 0.82 0.62 0.71 0.77 0.92 0.67 0.74 0.77 0.89 0.67 0.74 0.67 0.77 0.58 0.63
PowerOneLocus Additive 2.6 8 0.0000500 0.41 0.53 0.38 0.4 0.41 0.47 0.31 0.38 0.41 0.52 0.36 0.41 0.47 0.64 0.37 0.43 0.47 0.64 0.35 0.43 0.42 0.55 0.31 0.38 0.56 0.76 0.38 0.48 0.56 0.76 0.37 0.48 0.4 0.48 0.32 0.39
PowerOneLocus Additive 2.6 8 0.0001000 0.25 0.31 0.15 0.22 0.22 0.31 0.13 0.19 0.25 0.38 0.14 0.24 0.26 0.54 0.17 0.24 0.27 0.48 0.17 0.22 0.2 0.29 0.14 0.18 0.31 0.63 0.19 0.26 0.31 0.57 0.19 0.25 0.21 0.29 0.13 0.19
PowerOneLocus Additive 2.6 8 0.0001500 0.17 0.3 0.15 0.16 0.16 0.25 0.09 0.14 0.2 0.33 0.12 0.16 0.29 0.47 0.12 0.19 0.24 0.45 0.11 0.17 0.21 0.3 0.07 0.15 0.33 0.62 0.14 0.2 0.3 0.56 0.11 0.19 0.16 0.24 0.09 0.14
PowerOneLocus Additive 2.6 8 0.0002000 0.18 0.33 0.08 0.13 0.15 0.27 0.06 0.1 0.17 0.38 0.08 0.16 0.21 0.35 0.08 0.16 0.18 0.34 0.05 0.16 0.13 0.25 0.04 0.11 0.3 0.62 0.11 0.22 0.28 0.55 0.09 0.22 0.12 0.24 0.05 0.08
PowerOneLocus DomOrDom 1.2 8 0.0000000 0.61 0.68 0.47 0.58 0.53 0.66 0.41 0.49 0.61 0.68 0.48 0.55 0.64 0.74 0.45 0.58 0.64 0.74 0.46 0.56 0.58 0.7 0.48 0.56 0.69 0.78 0.52 0.63 0.7 0.77 0.52 0.62 0.54 0.65 0.43 0.5
PowerOneLocus DomOrDom 1.2 8 0.0000500 0.29 0.42 0.18 0.27 0.23 0.34 0.14 0.19 0.29 0.4 0.18 0.25 0.32 0.54 0.2 0.28 0.31 0.51 0.21 0.27 0.32 0.41 0.16 0.24 0.39 0.63 0.22 0.32 0.38 0.57 0.22 0.31 0.25 0.33 0.15 0.2
PowerOneLocus DomOrDom 1.2 8 0.0001000 0.1 0.22 0.05 0.1 0.07 0.18 0.03 0.06 0.11 0.25 0.05 0.09 0.17 0.38 0.08 0.14 0.18 0.35 0.06 0.14 0.11 0.22 0.06 0.09 0.28 0.51 0.1 0.18 0.23 0.49 0.08 0.17 0.09 0.12 0.03 0.07
PowerOneLocus DomOrDom 1.2 8 0.0001500 0.06 0.15 0.03 0.03 0.03 0.14 0.01 0.01 0.07 0.21 0.01 0.03 0.15 0.37 0.02 0.11 0.13 0.32 0.02 0.1 0.06 0.13 0.02 0.03 0.17 0.51 0.03 0.11 0.15 0.45 0.03 0.11 0.03 0.1 0.01 0.03
PowerOneLocus DomOrDom 1.2 8 0.0002000 0.05 0.16 0.02 0.05 0.04 0.17 0.02 0.04 0.1 0.21 0.02 0.06 0.09 0.28 0.03 0.05 0.08 0.23 0.02 0.05 0.02 0.11 0.01 0.02 0.17 0.52 0.03 0.1 0.16 0.4 0.02 0.13 0.03 0.08 0.02 0.03
PowerOneLocus DomOrDom 1.6 8 0.0000000 0.65 0.71 0.63 0.65 0.64 0.72 0.54 0.61 0.65 0.74 0.58 0.63 0.72 0.8 0.54 0.66 0.72 0.81 0.54 0.66 0.65 0.73 0.59 0.64 0.76 0.84 0.62 0.74 0.76 0.84 0.62 0.75 0.64 0.7 0.6 0.64
PowerOneLocus DomOrDom 1.6 8 0.0000500 0.35 0.41 0.3 0.35 0.33 0.38 0.21 0.27 0.36 0.42 0.25 0.34 0.38 0.56 0.3 0.34 0.37 0.53 0.28 0.33 0.34 0.42 0.27 0.32 0.41 0.67 0.32 0.37 0.39 0.64 0.3 0.36 0.32 0.38 0.22 0.31
PowerOneLocus DomOrDom 1.6 8 0.0001000 0.17 0.25 0.1 0.14 0.14 0.19 0.07 0.13 0.18 0.23 0.11 0.14 0.19 0.45 0.13 0.16 0.2 0.4 0.12 0.16 0.16 0.24 0.09 0.14 0.27 0.58 0.14 0.22 0.28 0.48 0.13 0.21 0.15 0.19 0.06 0.12
PowerOneLocus DomOrDom 1.6 8 0.0001500 0.1 0.27 0.04 0.08 0.09 0.21 0.03 0.06 0.13 0.29 0.04 0.09 0.2 0.38 0.05 0.14 0.17 0.35 0.05 0.14 0.09 0.19 0.02 0.06 0.28 0.5 0.06 0.19 0.23 0.48 0.06 0.16 0.07 0.17 0.03 0.05
PowerOneLocus DomOrDom 1.6 8 0.0002000 0.08 0.22 0.04 0.06 0.08 0.18 0.03 0.06 0.11 0.23 0.04 0.07 0.14 0.27 0.03 0.11 0.14 0.25 0.02 0.09 0.07 0.18 0.02 0.04 0.25 0.46 0.06 0.15 0.26 0.41 0.07 0.15 0.06 0.13 0.02 0.05
PowerOneLocus DomOrDom 2.0 8 0.0000000 0.67 0.77 0.61 0.65 0.64 0.73 0.58 0.61 0.66 0.78 0.61 0.63 0.73 0.82 0.64 0.69 0.72 0.81 0.64 0.67 0.73 0.77 0.63 0.69 0.81 0.88 0.68 0.75 0.8 0.87 0.68 0.74 0.64 0.74 0.58 0.62
PowerOneLocus DomOrDom 2.0 8 0.0000500 0.38 0.43 0.34 0.38 0.37 0.42 0.27 0.3 0.39 0.44 0.3 0.39 0.44 0.59 0.33 0.4 0.45 0.58 0.32 0.4 0.37 0.46 0.29 0.34 0.5 0.69 0.35 0.45 0.5 0.66 0.34 0.44 0.36 0.4 0.3 0.34
PowerOneLocus DomOrDom 2.0 8 0.0001000 0.21 0.29 0.14 0.18 0.18 0.24 0.12 0.15 0.22 0.35 0.15 0.17 0.25 0.45 0.15 0.2 0.25 0.41 0.15 0.2 0.19 0.29 0.14 0.17 0.31 0.6 0.17 0.25 0.32 0.54 0.18 0.26 0.18 0.25 0.11 0.15
PowerOneLocus DomOrDom 2.0 8 0.0001500 0.16 0.24 0.08 0.15 0.13 0.21 0.06 0.12 0.16 0.29 0.1 0.14 0.24 0.44 0.11 0.17 0.23 0.41 0.09 0.14 0.18 0.29 0.04 0.13 0.28 0.59 0.13 0.23 0.26 0.54 0.11 0.19 0.14 0.22 0.04 0.1
PowerOneLocus DomOrDom 2.0 8 0.0002000 0.13 0.32 0.04 0.12 0.12 0.23 0.03 0.11 0.14 0.32 0.06 0.13 0.17 0.35 0.08 0.12 0.15 0.32 0.06 0.12 0.1 0.21 0.02 0.08 0.24 0.59 0.09 0.18 0.25 0.53 0.09 0.18 0.12 0.23 0.02 0.08
PowerOneLocus DomOrDom 2.4 8 0.0000000 0.71 0.78 0.62 0.66 0.67 0.75 0.59 0.64 0.7 0.77 0.62 0.67 0.7 0.83 0.65 0.69 0.72 0.82 0.65 0.69 0.72 0.81 0.65 0.7 0.76 0.92 0.69 0.73 0.78 0.91 0.69 0.73 0.69 0.74 0.59 0.64
PowerOneLocus DomOrDom 2.4 8 0.0000500 0.42 0.52 0.38 0.39 0.37 0.5 0.31 0.36 0.44 0.51 0.36 0.4 0.48 0.63 0.36 0.44 0.47 0.64 0.35 0.44 0.41 0.56 0.3 0.38 0.57 0.75 0.37 0.5 0.55 0.76 0.37 0.5 0.38 0.47 0.32 0.38
